"","Club","Year","Time","Round","Day","Venue","Result","GF","GA","Opponent","predicted_probability"
"265","Charlotte",2023,19:30:00,"Regular Season","Sat","Home","L","1","2","Nashville",-0.430666666666667
"266","Charlotte",2023,19:30:00,"Regular Season","Sat","Away","W","1","0","LA Galaxy",0.8
"267","Charlotte",2023,19:30:00,"Regular Season","Wed","Away","L","0","1","Philadelphia",-0.476666666666667
"268","Charlotte",2023,19:30:00,"Regular Season","Sat","Away","L","2","4","Columbus Crew",-0.851666666666667
"269","Charlotte",2023,19:30:00,"Regular Season","Sat","Home","D","3","3","Seattle",-0.131666666666667
"270","Charlotte",2023,19:30:00,"Regular Season","Wed","Away","D","2","2","NY Red Bulls",0.119
"271","Charlotte",2023,19:30:00,"Regular Season","Sat","Home","D","0","0","CF Montréal",0.215666666666667
"272","Charlotte",2023,19:30:00,"Regular Season","Wed","Away","D","1","1","NYCFC",-0.122666666666667
"273","Charlotte",2023,19:30:00,"Regular Season","Sat","Home","D","2","2","FC Cincinnati",-0.114666666666667
"274","Charlotte",2023,19:30:00,"Regular Season","Sat","Home","W","2","1","Los Angeles FC",0.318666666666667
"275","Charlotte",2023,19:30:00,"Regular Season","Wed","Home","D","1","1","Orlando City",-0.0396666666666667
"276","Charlotte",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Nashville",-0.179333333333333
"277","Charlotte",2023,19:30:00,"Regular Season","Sat","Home","D","0","0","D.C. United",-0.0683333333333333
"278","Charlotte",2023,19:30:00,"Regular Season","Wed","Home","D","2","2","Philadelphia",-0.0406666666666667
"279","Charlotte",2023,19:30:00,"Regular Season","Sat","Away","L","1","2","New England",-0.772333333333333
"280","Charlotte",2023,19:30:00,"Regular Season","Wed","Home","W","3","0","Toronto FC",0.829333333333333
"281","Charlotte",2023,19:30:00,"Regular Season","Sat","Away","W","2","0","Chicago Fire",0.706
"282","Charlotte",2023,20:00:00,"Regular Season","Wed","Away","D","2","2","Inter Miami",-0.224666666666667
"283","Charlotte",2023,18:00:00,"Regular Season","Sat","Home","W","1","0","Inter Miami",0.64
"284","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","W","3","2","Toronto FC",0.0866666666666666
"285","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","0","2","Columbus Crew",-0.916
"286","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","Orlando City",-0.0343333333333333
"287","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","2","3","NYCFC",-0.926666666666667
"288","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","L","1","2","New England",-0.533666666666667
"289","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","Chicago Fire",0.0316666666666667
"290","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","L","0","2","Columbus Crew",-0.702
"291","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","W","1","0","CF Montréal",0.531666666666667
"292","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","W","3","1","Orlando City",0.905
"293","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","W","3","0","Charlotte",0.97
"294","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","1","2","FC Cincinnati",-0.807666666666667
"295","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","Nashville",-0.0736666666666667
"296","D.C. United",2023,19:30:00,"Regular Season","Wed","Away","D","0","0","Philadelphia",0.00666666666666665
"297","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","W","3","0","LA Galaxy",0.78
"298","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","1","2","Toronto FC",-0.885
"299","D.C. United",2023,19:30:00,"Regular Season","Wed","Home","D","2","2","CF Montréal",-0.113333333333333
"300","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","W","2","1","Inter Miami",0.686666666666667
"301","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","1","3","Atlanta Utd",-0.779
"302","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","L","1","2","Real Salt Lake",-0.63
"303","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","W","3","0","FC Cincinnati",0.893333333333333
"304","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","0","2","Nashville",-0.684
"305","D.C. United",2023,19:30:00,"Regular Season","Tue","Away","W","1","0","FC Dallas",0.416666666666667
"306","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","D","2","2","Inter Miami",0.291333333333333
"307","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","L","0","4","New England",-0.691666666666667
"308","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","L","1","3","Philadelphia",-0.86
"309","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","W","4","0","Chicago Fire",0.98
"310","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","D","0","0","San Jose",0.139
"311","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","Charlotte",0.182333333333333
"312","D.C. United",2023,19:30:00,"Regular Season","Wed","Home","D","1","1","Atlanta Utd",0.0926666666666667
"313","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","L","3","5","NY Red Bulls",-0.723333333333333
"314","D.C. United",2023,19:30:00,"Regular Season","Sat","Away","D","2","2","Vancouver",-0.0983333333333333
"315","D.C. United",2023,19:30:00,"Regular Season","Wed","Away","L","0","3","Austin",-0.630333333333333
"316","D.C. United",2023,19:30:00,"Regular Season","Sat","Home","W","2","0","NYCFC",0.930666666666667
"317","NYCFC",2023,15:30:00,"Regular Season","Sat","Away","L","0","2","Nashville",-0.865
"318","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Chicago Fire",0.349
"319","NYCFC",2023,19:30:00,"Regular Season","Sat","Home","W","1","0","Inter Miami",0.9
"320","NYCFC",2023,19:30:00,"Regular Season","Sat","Home","W","3","2","D.C. United",0.911333333333333
"321","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","0","1","Dynamo FC",-0.825
"322","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","New England",-0.0616666666666667
"323","NYCFC",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","Atlanta Utd",-0.128
"324","NYCFC",2023,19:30:00,"Regular Season","Sat","Home","W","2","1","Nashville",0.745666666666667
"325","NYCFC",2023,19:30:00,"Regular Season","Sat","Home","W","3","1","FC Dallas",0.808
"326","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","0","1","Toronto FC",-0.781333333333333
"327","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","2","3","Charlotte",-0.568
"328","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","0","1","NY Red Bulls",-0.664666666666667
"329","NYCFC",2023,19:30:00,"Regular Season","Wed","Away","D","1","1","Orlando City",0.0556666666666667
"330","NYCFC",2023,19:30:00,"Regular Season","Sat","Home","L","1","3","Philadelphia",-0.618
"331","NYCFC",2023,19:30:00,"Regular Season","Wed","Home","L","1","3","FC Cincinnati",-0.736
"332","NYCFC",2023,15:30:00,"Regular Season","Sat","Home","D","0","0","New England",0.120666666666667
"333","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","Real Salt Lake",-0.228333333333333
"334","NYCFC",2023,15:30:00,"Regular Season","Sat","Home","D","1","1","Columbus Crew",0.258333333333333
"335","NYCFC",2023,19:30:00,"Regular Season","Wed","Away","D","2","2","Atlanta Utd",0.018
"336","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Portland Timbers",-0.0193333333333333
"337","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","W","1","0","CF Montréal",0.84
"338","NYCFC",2023,19:30:00,"Regular Season","Wed","Home","D","1","1","Charlotte",0.156
"339","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Columbus Crew",0.247666666666667
"340","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","1","2","Philadelphia",-0.855
"341","NYCFC",2023,19:30:00,"Regular Season","Sun","Home","L","0","2","Minnesota Utd",-0.409
"342","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","0","3","FC Cincinnati",-0.865
"343","NYCFC",2023,19:30:00,"Regular Season","Wed","Home","W","2","0","CF Montréal",0.906666666666667
"344","NYCFC",2023,15:30:00,"Regular Season","Sat","Home","D","1","1","Vancouver",-0.0173333333333333
"345","NYCFC",2023,15:30:00,"Regular Season","Sat","Home","D","0","0","NY Red Bulls",-0.016
"346","NYCFC",2023,19:30:00,"Regular Season","Wed","Home","W","2","0","Orlando City",0.949333333333333
"347","NYCFC",2023,13:00:00,"Regular Season","Sun","Home","W","3","0","Toronto FC",0.917666666666667
"348","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Inter Miami",0.264666666666667
"349","NYCFC",2023,19:30:00,"Regular Season","Sat","Away","L","0","2","D.C. United",-0.966
"350","NYCFC",2023,18:00:00,"Regular Season","Sat","Home","W","1","0","Chicago Fire",0.64
"351","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","0","2","Inter Miami",-0.728333333333333
"352","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","0","1","Austin",-0.98
"353","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","W","3","2","Philadelphia",0.518333333333333
"354","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","0","4","New England",-0.903666666666667
"355","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","L","0","1","D.C. United",-0.831666666666667
"356","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","W","2","0","NY Red Bulls",0.586666666666667
"357","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","W","2","0","Sporting KC",0.824
"358","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","W","2","0","Orlando City",0.805
"359","CF Montréal",2023,19:30:00,"Regular Season","Wed","Away","L","0","3","FC Cincinnati",-0.792666666666667
"360","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","1","2","NY Red Bulls",-0.818666666666667
"361","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","W","1","0","Inter Miami",0.661666666666667
"362","CF Montréal",2023,19:30:00,"Regular Season","Wed","Away","D","2","2","D.C. United",0.117666666666667
"363","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","0","3","Philadelphia",-0.74
"364","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","W","4","0","Minnesota Utd",0.873333333333333
"365","CF Montréal",2023,19:30:00,"Regular Season","Wed","Home","W","1","0","Nashville",0.78
"366","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","Charlotte",-0.114
"367","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","L","0","1","NYCFC",-0.821666666666667
"368","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","L","0","1","Atlanta Utd",-0.91
"369","CF Montréal",2023,19:30:00,"Regular Season","Wed","Away","L","0","3","Chicago Fire",-0.886666666666667
"370","CF Montréal",2023,19:30:00,"Regular Season","Sun","Away","W","3","2","Toronto FC",0.96
"371","CF Montréal",2023,19:30:00,"Regular Season","Wed","Away","L","0","2","NYCFC",-0.837666666666667
"372","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","L","2","4","Columbus Crew",-0.71
"373","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","D","0","0","Chicago Fire",0.235
"374","CF Montréal",2023,19:30:00,"Regular Season","Wed","Home","D","1","1","FC Cincinnati",-0.242666666666667
"375","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","1","4","Atlanta Utd",-0.95
"376","CF Montréal",2023,19:30:00,"Regular Season","Sat","Away","L","0","3","Orlando City",-0.944
"377","CF Montréal",2023,19:30:00,"Regular Season","Wed","Home","D","1","1","Dynamo FC",-0.125666666666667
"378","CF Montréal",2023,19:30:00,"Regular Season","Sat","Home","W","4","1","Portland Timbers",0.850666666666667
"379","CF Montréal",2023,18:00:00,"Regular Season","Sat","Away","L","1","2","Columbus Crew",-0.873666666666667
"380","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","L","2","3","D.C. United",-0.448666666666667
"381","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Atlanta Utd",0.0333333333333333
"382","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","Columbus Crew",0.243666666666667
"383","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","W","2","0","Inter Miami",0.9
"384","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","San Jose",-0.071
"385","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","D","2","2","Charlotte",0.016
"386","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","Nashville",0.0136666666666667
"387","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","D","2","2","Atlanta Utd",-0.103
"388","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","L","2","4","Philadelphia",-0.81
"389","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","W","1","0","NYCFC",0.88
"390","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","L","0","2","New England",-0.723333333333333
"391","Toronto FC",2023,19:30:00,"Regular Season","Wed","Home","D","0","0","NY Red Bulls",0.142666666666667
"392","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","W","2","1","D.C. United",0.943
"393","Toronto FC",2023,19:30:00,"Regular Season","Wed","Home","D","0","0","Chicago Fire",0.144333333333333
"394","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","D","1","1","Minnesota Utd",-0.0356666666666667
"395","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","Nashville",0.203
"396","Toronto FC",2023,19:30:00,"Regular Season","Wed","Away","L","0","3","FC Cincinnati",-0.84
"397","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","L","1","2","New England",-0.366
"398","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","L","0","1","Real Salt Lake",-0.549
"399","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","L","0","1","St. Louis",-0.835
"400","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","L","0","1","Chicago Fire",-0.779
"401","Toronto FC",2023,19:30:00,"Regular Season","Sun","Home","L","2","3","CF Montréal",-0.94
"402","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","L","0","2","Columbus Crew",-0.69
"403","Toronto FC",2023,19:30:00,"Regular Season","Wed","Home","W","3","1","Philadelphia",0.765
"404","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","L","1","2","Vancouver",-0.826666666666667
"405","Toronto FC",2023,19:30:00,"Regular Season","Wed","Away","L","0","4","Inter Miami",-0.809333333333333
"406","Toronto FC",2023,13:00:00,"Regular Season","Sun","Away","L","0","3","NYCFC",-0.853
"407","Toronto FC",2023,19:30:00,"Regular Season","Sat","Home","L","2","3","FC Cincinnati",-0.633333333333333
"408","Toronto FC",2023,19:30:00,"Regular Season","Wed","Away","L","0","3","Charlotte",-0.877
"409","Toronto FC",2023,19:30:00,"Regular Season","Sat","Away","L","0","3","NY Red Bulls",-0.888333333333333
"410","Toronto FC",2023,18:00:00,"Regular Season","Sat","Home","L","0","2","Orlando City",-0.523333333333333
"411","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","NYCFC",-0.253
"412","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","L","0","1","Philadelphia",-0.372666666666667
"413","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","3","3","FC Cincinnati",-0.118666666666667
"414","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","W","3","2","Inter Miami",0.725
"415","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","0","0","D.C. United",-0.039
"416","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","W","2","1","Minnesota Utd",0.649
"417","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","2","2","Philadelphia",0.038
"418","Chicago Fire",2023,16:30:00,"Regular Season","Sun","Away","L","1","2","Atlanta Utd",-0.313
"419","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","1","1","NY Red Bulls",0.0503333333333333
"420","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","L","0","3","Nashville",-0.849
"421","Chicago Fire",2023,12:00:00,"Regular Season","Sat","Home","W","1","0","St. Louis",0.86
"422","Chicago Fire",2023,19:30:00,"Regular Season","Wed","Away","L","1","2","Charlotte",-0.456666666666667
"423","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","3","3","Atlanta Utd",-0.11
"424","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","D","3","3","New England",-0.154333333333333
"425","Chicago Fire",2023,19:30:00,"Regular Season","Wed","Away","D","0","0","Toronto FC",-0.135
"426","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","L","1","2","Columbus Crew",-0.542333333333333
"427","Chicago Fire",2023,19:30:00,"Regular Season","Wed","Away","W","2","1","Portland Timbers",0.445666666666667
"428","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","W","1","0","Sporting KC",0.684333333333333
"429","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","L","1","3","Orlando City",-0.629333333333333
"430","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","W","1","0","Nashville",0.773333333333333
"431","Chicago Fire",2023,19:30:00,"Regular Season","Wed","Home","W","3","0","CF Montréal",0.946666666666667
"432","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","W","1","0","Toronto FC",0.63
"433","Chicago Fire",2023,19:30:00,"Regular Season","Sun","Home","L","1","3","Orlando City",-0.696
"434","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","L","0","3","LA Galaxy",-0.705
"435","Chicago Fire",2023,19:30:00,"Regular Season","Wed","Home","L","0","1","Vancouver",-0.849
"436","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","L","0","4","D.C. United",-0.926666666666667
"437","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Away","D","0","0","CF Montréal",-0.211
"438","Chicago Fire",2023,19:30:00,"Regular Season","Wed","Away","L","0","3","Columbus Crew",-0.768
"439","Chicago Fire",2023,19:30:00,"Regular Season","Sat","Home","D","2","2","New England",0.222
